data_type;;;precip;precip;precip;precip;precip;precip;precip;precip_max;precip_max;precip_max;precip_max;precip_max;precip_max;precip_max;temp;temp;temp;temp;temp;temp;temp;wind;wind;wind;wind;wind;wind;wind;snow_depth;snow_depth;snow_depth;snow_depth;snow_depth;snow_depth;snow_depth;new_snow;new_snow;new_snow;new_snow;new_snow;new_snow;new_snow;new_snow_max;new_snow_max;new_snow_max;new_snow_max;new_snow_max;new_snow_max;new_snow_max
attr;;;0;5;25;50;75;95;100;0;5;25;50;75;95;100;0;5;25;50;75;95;100;0;5;25;50;75;95;100;0;5;25;50;75;95;100;0;5;25;50;75;95;100;0;5;25;50;75;95;100
region;date;elevation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3010;2019-09-01;0-300;0.0;0.0;0.2;1.2;4.3;8.51;11.7;5.0;5.4;6.7;7.95;8.8;10.3;11.0;9.4;10.5;12.3;17.6;18.9;19.7;21.1;0.0;0.0;0.0;0.0;4.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-01;300-600;0.0;0.0;0.2;1.2;4.3;8.51;11.7;5.0;5.4;6.7;7.95;8.8;10.3;11.0;9.4;10.4;13.1;16.4;17.6;18.8;20.6;0.0;0.0;0.0;4.0;9.0;12.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-01;600-900;0.0;0.0;0.2;1.2;4.3;8.51;11.7;5.0;5.4;6.7;7.95;8.8;10.3;11.0;9.2;10.8;12.4;14.5;15.7;16.9;19.4;0.0;0.0;0.0;4.0;9.0;12.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-01;900-1200;0.0;0.0;0.2;1.2;4.3;8.51;11.7;5.0;5.4;6.7;7.95;8.8;10.3;11.0;7.4;9.5;10.9;12.4;13.7;15.0;17.0;0.0;0.0;0.0;4.0;9.0;12.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-01;1200-1500;0.0;0.0;0.2;1.2;4.3;8.51;11.7;5.0;5.4;6.7;7.95;8.8;10.3;11.0;4.2;7.0;8.7;10.0;11.3;12.6;14.4;0.0;0.0;0.0;4.0;9.0;12.0;16.0;0.0;0.0;0.0;0.0;0.0;107.55;636.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-02;0-300;4.0;5.3;7.5;8.9;11.0;12.4;13.3;11.1;11.34;12.0;12.6;12.7;12.9;13.1;7.5;9.2;10.5;11.6;12.8;13.6;14.3;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-02;300-600;4.0;5.3;7.5;8.9;11.0;12.4;13.3;11.1;11.34;12.0;12.6;12.7;12.9;13.1;6.0;7.5;9.1;10.4;11.6;12.7;13.9;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-02;600-900;4.0;5.3;7.5;8.9;11.0;12.4;13.3;11.1;11.34;12.0;12.6;12.7;12.9;13.1;3.7;6.0;7.7;9.1;10.1;11.5;13.5;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-02;900-1200;4.0;5.3;7.5;8.9;11.0;12.4;13.3;11.1;11.34;12.0;12.6;12.7;12.9;13.1;1.8;4.2;5.9;7.3;8.5;10.1;13.1;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-02;1200-1500;4.0;5.3;7.5;8.9;11.0;12.4;13.3;11.1;11.34;12.0;12.6;12.7;12.9;13.1;-1.6;1.7;3.7;5.2;6.7;8.6;11.4;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;106.7;638.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-03;0-300;0.0;0.0;0.0;0.0;0.0;0.9;1.5;0.2;0.5;0.7;0.9;1.1;1.3;1.4;5.5;7.7;9.4;11.7;13.4;14.8;16.1;0.0;0.0;0.0;4.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-03;300-600;0.0;0.0;0.0;0.0;0.0;0.9;1.5;0.2;0.5;0.7;0.9;1.1;1.3;1.4;4.8;6.3;8.2;10.1;11.7;13.4;15.5;0.0;0.0;0.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-03;600-900;0.0;0.0;0.0;0.0;0.0;0.9;1.5;0.2;0.5;0.7;0.9;1.1;1.3;1.4;2.6;4.9;6.4;8.3;9.6;11.4;13.8;0.0;0.0;0.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-03;900-1200;0.0;0.0;0.0;0.0;0.0;0.9;1.5;0.2;0.5;0.7;0.9;1.1;1.3;1.4;0.6;2.8;4.4;5.8;7.4;9.1;11.5;0.0;0.0;0.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-03;1200-1500;0.0;0.0;0.0;0.0;0.0;0.9;1.5;0.2;0.5;0.7;0.9;1.1;1.3;1.4;-4.1;-0.4;1.6;3.1;4.6;6.5;8.7;0.0;0.0;0.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;100.55;631.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-04;0-300;0.0;0.0;0.1;4.0;5.4;7.1;8.6;5.1;5.485;6.2;6.5;7.2;7.815;8.3;7.0;9.1;10.2;10.9;11.7;13.0;14.0;0.0;0.0;4.0;4.0;9.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-04;300-600;0.0;0.0;0.1;4.0;5.4;7.1;8.6;5.1;5.485;6.2;6.5;7.2;7.815;8.3;5.5;7.1;8.3;9.1;10.0;11.4;13.5;0.0;4.0;4.0;9.0;12.0;16.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-04;600-900;0.0;0.0;0.1;4.0;5.4;7.1;8.6;5.1;5.485;6.2;6.5;7.2;7.815;8.3;3.5;5.3;6.4;7.3;8.2;9.6;12.3;0.0;4.0;4.0;9.0;12.0;16.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-04;900-1200;0.0;0.0;0.1;4.0;5.4;7.1;8.6;5.1;5.485;6.2;6.5;7.2;7.815;8.3;0.8;2.7;4.1;5.1;6.1;7.4;9.4;0.0;4.0;4.0;9.0;12.0;16.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-04;1200-1500;0.0;0.0;0.1;4.0;5.4;7.1;8.6;5.1;5.485;6.2;6.5;7.2;7.815;8.3;-3.8;-0.9;1.1;2.5;3.5;4.9;6.8;0.0;4.0;4.0;9.0;12.0;16.0;19.0;0.0;0.0;0.0;0.0;0.0;122.1;649.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-05;0-300;0.0;0.4;2.2;3.0;3.8;4.5;4.9;3.6;3.8;4.2;4.4;4.5;4.8;4.9;5.0;6.8;8.1;9.2;11.1;12.4;12.9;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-05;300-600;0.0;0.4;2.2;3.0;3.8;4.5;4.9;3.6;3.8;4.2;4.4;4.5;4.8;4.9;3.4;4.6;6.0;7.2;9.0;11.2;12.7;0.0;0.0;0.0;4.0;4.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-05;600-900;0.0;0.4;2.2;3.0;3.8;4.5;4.9;3.6;3.8;4.2;4.4;4.5;4.8;4.9;1.7;3.0;4.4;5.7;7.1;9.0;11.8;0.0;0.0;0.0;4.0;4.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-05;900-1200;0.0;0.4;2.2;3.0;3.8;4.5;4.9;3.6;3.8;4.2;4.4;4.5;4.8;4.9;-0.2;1.3;2.6;3.8;5.2;6.9;9.0;0.0;0.0;0.0;4.0;4.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-05;1200-1500;0.0;0.4;2.2;3.0;3.8;4.5;4.9;3.6;3.8;4.2;4.4;4.5;4.8;4.9;-4.3;-1.5;0.2;1.3;2.658;4.4;6.7;0.0;0.0;0.0;4.0;4.0;9.0;16.0;0.0;0.0;0.0;8.5;13.0;134.85;662.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-06;0-300;6.4;8.1;9.0;9.9;12.1;14.2;15.1;12.7;13.17;13.9;14.4;14.8;15.0;15.1;5.0;6.5;7.3;7.9;8.8;9.9;10.6;0.0;0.0;0.0;0.0;4.0;4.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0
3010;2019-09-06;300-600;6.4;8.1;9.0;9.9;12.1;14.2;15.1;12.7;13.17;13.9;14.4;14.8;15.0;15.1;3.6;4.6;5.5;6.2;7.1;8.2;10.2;0.0;0.0;0.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0
3010;2019-09-06;600-900;6.4;8.1;9.0;9.9;12.1;14.2;15.1;12.7;13.17;13.9;14.4;14.8;15.0;15.1;1.2;2.9;3.8;4.5;5.4;6.6;8.9;0.0;0.0;0.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0
3010;2019-09-06;900-1200;6.4;8.1;9.0;9.9;12.1;14.2;15.1;12.7;13.17;13.9;14.4;14.8;15.0;15.1;-0.9;0.8;1.9;2.7;3.4;4.7;6.5;0.0;0.0;0.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;16.0;55.0;0.0;0.0;0.0;0.0;0.0;18.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0
3010;2019-09-06;1200-1500;6.4;8.1;9.0;9.9;12.1;14.2;15.1;12.7;13.17;13.9;14.4;14.8;15.0;15.1;-5.0;-2.3;-0.6;0.5;1.4;2.4;4.2;0.0;0.0;0.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;26.0;61.583;190.95;721.0;0.0;0.0;0.0;0.0;0.0;18.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0
3010;2019-09-07;0-300;0.4;0.7;1.2;1.8;2.6;4.6;5.7;3.5;4.2;4.6;5.0;5.4;5.6;5.7;0.2;2.0;5.3;7.4;8.8;10.2;11.8;0.0;0.0;0.0;0.0;0.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-07;300-600;0.4;0.7;1.2;1.8;2.6;4.6;5.7;3.5;4.2;4.6;5.0;5.4;5.6;5.7;0.5;2.2;4.4;5.7;7.2;8.9;11.0;0.0;0.0;0.0;0.0;4.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-07;600-900;0.4;0.7;1.2;1.8;2.6;4.6;5.7;3.5;4.2;4.6;5.0;5.4;5.6;5.7;0.2;2.4;3.2;4.1;5.0;7.0;9.9;0.0;0.0;0.0;0.0;4.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-07;900-1200;0.4;0.7;1.2;1.8;2.6;4.6;5.7;3.5;4.2;4.6;5.0;5.4;5.6;5.7;-1.5;0.3;1.6;2.3;3.1;4.3;7.3;0.0;0.0;0.0;0.0;4.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;11.6;59.0;0.0;0.0;0.0;0.0;0.0;7.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-07;1200-1500;0.4;0.7;1.2;1.8;2.6;4.6;5.7;3.5;4.2;4.6;5.0;5.4;5.6;5.7;-5.3;-2.6;-0.8;0.3;1.2;2.2;4.1;0.0;0.0;0.0;0.0;4.0;4.0;9.0;0.0;0.0;0.0;20.0;66.0;194.55;728.0;0.0;0.0;0.0;0.0;0.0;7.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-08;0-300;0.2;0.5;0.8;1.0;1.1;2.1;2.6;1.0;1.0;1.7;2.1;2.4;2.4;2.6;-0.3;1.4;5.3;9.3;10.0;10.8;12.5;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-08;300-600;0.2;0.5;0.8;1.0;1.1;2.1;2.6;1.0;1.0;1.7;2.1;2.4;2.4;2.6;-0.1;1.9;6.2;7.8;9.0;10.1;11.9;0.0;0.0;0.0;4.0;4.0;9.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-08;600-900;0.2;0.5;0.8;1.0;1.1;2.1;2.6;1.0;1.0;1.7;2.1;2.4;2.4;2.6;0.3;2.8;5.0;6.5;7.5;9.0;11.2;0.0;0.0;0.0;4.0;4.0;9.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-08;900-1200;0.2;0.5;0.8;1.0;1.1;2.1;2.6;1.0;1.0;1.7;2.1;2.4;2.4;2.6;0.5;2.0;3.1;4.5;5.6;7.1;9.3;0.0;0.0;0.0;4.0;4.0;9.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-08;1200-1500;0.2;0.5;0.8;1.0;1.1;2.1;2.6;1.0;1.0;1.7;2.1;2.4;2.4;2.6;-4.0;-0.5;1.2;2.2;3.4;4.8;6.6;0.0;0.0;0.0;4.0;4.0;9.0;19.0;0.0;0.0;0.0;0.0;41.583;192.7;727.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-09;0-300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;7.5;8.7;9.8;11.2;14.0;16.6;17.7;0.0;0.0;0.0;0.0;4.0;4.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-09;300-600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;7.5;8.6;9.7;10.9;13.5;15.8;17.4;0.0;0.0;0.0;4.0;4.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-09;600-900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;5.6;7.7;9.2;10.7;12.1;14.2;16.6;0.0;0.0;0.0;4.0;4.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-09;900-1200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;4.1;6.1;7.8;9.4;10.5;12.1;15.0;0.0;0.0;0.0;4.0;4.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-09;1200-1500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;1.7;4.4;6.1;7.8;8.9;10.2;12.5;0.0;0.0;0.0;4.0;4.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;150.85;697.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-10;0-300;0.0;0.0;0.0;0.4;1.3;2.1;3.2;0.6;1.1;1.417;1.8;2.1;2.79;3.2;5.9;8.0;10.3;12.1;13.158;14.2;15.7;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-10;300-600;0.0;0.0;0.0;0.4;1.3;2.1;3.2;0.6;1.1;1.417;1.8;2.1;2.79;3.2;6.3;8.2;10.5;12.5;13.6;14.5;15.8;0.0;0.0;0.0;0.0;4.0;4.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-10;600-900;0.0;0.0;0.0;0.4;1.3;2.1;3.2;0.6;1.1;1.417;1.8;2.1;2.79;3.2;6.6;9.0;10.4;11.5;12.4;13.6;15.3;0.0;0.0;0.0;0.0;4.0;4.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-10;900-1200;0.0;0.0;0.0;0.4;1.3;2.1;3.2;0.6;1.1;1.417;1.8;2.1;2.79;3.2;7.0;8.3;9.2;10.1;10.9;12.0;13.6;0.0;0.0;0.0;0.0;4.0;4.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-10;1200-1500;0.0;0.0;0.0;0.4;1.3;2.1;3.2;0.6;1.1;1.417;1.8;2.1;2.79;3.2;2.8;6.0;7.5;8.3;9.1;10.2;11.7;0.0;0.0;0.0;0.0;4.0;4.0;12.0;0.0;0.0;0.0;0.0;0.0;119.7;663.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-11;0-300;0.0;0.0;0.0;0.4;1.4;3.2;4.2;0.0;0.1;1.4;2.8;3.2;3.61;4.2;10.0;10.4;13.0;16.3;18.3;19.9;20.7;0.0;0.0;0.0;4.0;4.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-11;300-600;0.0;0.0;0.0;0.4;1.4;3.2;4.2;0.0;0.1;1.4;2.8;3.2;3.61;4.2;10.0;12.1;13.3;14.8;16.4;18.1;20.5;0.0;0.0;4.0;4.0;9.0;12.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-11;600-900;0.0;0.0;0.0;0.4;1.4;3.2;4.2;0.0;0.1;1.4;2.8;3.2;3.61;4.2;8.7;10.6;11.7;12.8;14.1;15.8;19.3;0.0;0.0;4.0;4.0;9.0;12.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-11;900-1200;0.0;0.0;0.0;0.4;1.4;3.2;4.2;0.0;0.1;1.4;2.8;3.2;3.61;4.2;6.8;8.3;9.7;10.7;11.9;13.6;15.9;0.0;0.0;4.0;4.0;9.0;12.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-11;1200-1500;0.0;0.0;0.0;0.4;1.4;3.2;4.2;0.0;0.1;1.4;2.8;3.2;3.61;4.2;2.2;5.1;7.0;8.2;9.3;11.0;13.8;0.0;0.0;4.0;4.0;9.0;12.0;19.0;0.0;0.0;0.0;0.0;0.0;103.7;639.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-12;0-300;9.5;10.6;12.2;13.0;14.5;16.3;18.7;12.0;12.7;15.092;16.35;17.7;18.5;18.7;6.4;8.5;9.8;11.6;13.1;15.1;15.7;0.0;0.0;0.0;4.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-12;300-600;9.5;10.6;12.2;13.0;14.5;16.3;18.7;12.0;12.7;15.092;16.35;17.7;18.5;18.7;5.5;6.7;8.0;10.2;11.7;14.0;15.7;0.0;0.0;4.0;4.0;4.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-12;600-900;9.5;10.6;12.2;13.0;14.5;16.3;18.7;12.0;12.7;15.092;16.35;17.7;18.5;18.7;2.8;5.0;6.8;8.6;10.3;12.2;15.3;0.0;0.0;4.0;4.0;4.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-12;900-1200;9.5;10.6;12.2;13.0;14.5;16.3;18.7;12.0;12.7;15.092;16.35;17.7;18.5;18.7;0.2;2.8;4.9;6.9;8.5;10.2;12.3;0.0;0.0;4.0;4.0;4.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-12;1200-1500;9.5;10.6;12.2;13.0;14.5;16.3;18.7;12.0;12.7;15.092;16.35;17.7;18.5;18.7;-4.4;-0.2;2.4;4.5;6.3;8.0;10.0;0.0;0.0;4.0;4.0;4.0;9.0;16.0;0.0;0.0;0.0;0.0;0.583;121.55;662.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;2019-09-13;0-300;1.5;1.8;2.3;3.0;4.0;5.1;6.1;4.2;4.5;4.8;5.1;5.3;5.7;6.1;4.1;5.8;7.0;8.1;8.8;9.4;10.3;0.0;0.0;0.0;0.0;4.0;4.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;25.0;0.0;0.0;0.0;2.0;6.0;14.0;19.0
3010;2019-09-13;300-600;1.5;1.8;2.3;3.0;4.0;5.1;6.1;4.2;4.5;4.8;5.1;5.3;5.7;6.1;2.6;3.9;5.0;6.0;6.8;7.8;9.8;0.0;0.0;4.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;25.0;0.0;0.0;0.0;2.0;6.0;14.0;19.0
3010;2019-09-13;600-900;1.5;1.8;2.3;3.0;4.0;5.1;6.1;4.2;4.5;4.8;5.1;5.3;5.7;6.1;-0.4;1.8;3.142;4.1;5.1;6.2;8.3;0.0;0.0;4.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;13.0;25.0;0.0;0.0;0.0;2.0;6.0;14.0;19.0
3010;2019-09-13;900-1200;1.5;1.8;2.3;3.0;4.0;5.1;6.1;4.2;4.5;4.8;5.1;5.3;5.7;6.1;-2.5;-0.5;0.9;1.9;3.0;4.2;5.9;0.0;0.0;4.0;4.0;4.0;9.0;9.0;0.0;0.0;0.0;0.0;3.0;12.0;23.0;0.0;0.0;0.0;0.0;0.0;13.0;25.0;0.0;0.0;0.0;2.0;6.0;14.0;19.0
