id;detector_id;start_time;end_time;length;size_category;front_speed;affected_regions;regions;classification_type;classification_result
cc700d92-0d8c-745c-f65d-0954afef5f05;432;2017-05-01 17:44:28+00;2017-05-01 17:46:18+00;;0;0;;;;
0a33b32f-8ef1-b04d-adf2-43c26441882c;432;2017-05-01 17:53:40+00;2017-05-01 17:53:40+00;;1.5678199;15.668729594444445;;;;
2ca37ae8-c445-3350-cc3d-5a30d4c8069a;432;2017-05-01 19:32:07+00;2017-05-01 19:32:07+00;;0.8626605366;15.878755313888888;;;;
6eaf51de-890a-4295-c502-1f6777a05844;432;2017-05-02 03:48:32+00;2017-05-02 03:49:16+00;;0.9630840282;14.20372833611111;;;;
d8bcf25a-9908-8a87-e7ac-184c666daba7;432;2017-05-02 08:28:59+00;2017-05-02 08:30:36+00;;1.842971144;16.093184524999998;;;;
5754b23f-298e-1ee8-48db-692de8ee8275;432;2017-05-02 08:36:27+00;2017-05-02 08:36:31+00;;1.417723027;10.380555816666666;;;;
ca19eb59-a399-2ad1-aeef-1e0eae9bc4ee;432;2017-05-04 20:52:37+00;2017-05-04 20:55:13+00;;3.112906277;9.890902525000001;;;;
535959b1-6793-2bef-e2c8-4edb3a363672;432;2017-05-22 09:53:25+00;2017-05-22 09:55:32+00;;2.20973198;12.650126027777777;;;;
0c1c1105-efe5-8202-076b-51f3ce690497;432;2017-05-31 13:33:39+00;2017-05-31 13:35:03+00;;2.781259439;9.003742944444445;;;;
99eacd4e-b4a1-820f-7e1d-94b71ce56536;432;2017-06-05 23:15:07+00;2017-06-05 23:17:06+00;;3.135278831;11.038098308333334;;;;
2ff2f83c-36c3-074f-76a5-843f1372782e;432;2017-12-01 13:43:54+00;2017-12-01 13:45:28+00;;2.927145408;12.274889119444445;;;;
85f94427-cc1f-1ccf-0ad1-bafff8d6b45b;432;2017-12-04 06:41:02+00;2017-12-04 06:42:22+00;;3.033246593;16.987281052777778;;;;
a0cb7a0a-dae8-30f7-c290-689a51943ca5;432;2017-12-04 22:45:57+00;2017-12-04 22:47:06+00;;2.797364831;11.173615919444444;;;;
db7b63f1-dc4d-bf73-4a07-8268c9f96740;432;2017-12-04 23:30:32+00;2017-12-04 23:32:08+00;;3.529732759;20.945353422222222;;;;
69a41279-21f3-6e1d-bf70-863b72c974a8;432;2017-12-05 00:23:12+00;2017-12-05 00:24:17+00;;2.291437569;7.358318933333333;;;;
e200d194-f2df-cdfd-1098-aa80b435c574;432;2017-12-05 02:12:14+00;2017-12-05 02:13:02+00;;2.709039666;17.320217572222223;;;;
16ad9f3b-418d-995c-01a0-90b64515a662;432;2017-12-05 03:50:49+00;2017-12-05 03:51:51+00;;3.144190074;22.425629494444443;;;;
e4236957-140c-0854-b21f-e63cb1cdd879;432;2017-12-05 05:29:33+00;2017-12-05 05:34:39+00;;3.88512392;16.473085980555556;;;;
32ded09b-1bde-8d41-819f-9ab035511bbb;432;2018-01-04 04:47:40+00;2018-01-04 04:48:04+00;;2.318738909;19.688049977777776;;;;
bc457104-9081-8a75-05ac-b4473bf55a02;432;2018-01-07 23:22:54+00;2018-01-07 23:23:45+00;;2.595677271;12.407874308333332;;;;
54a807c3-5b1d-4a2f-5bf2-932bab2c61fa;432;2018-01-08 00:29:31+00;2018-01-08 00:30:51+00;;2.849491074;14.537052380555554;;;;
137d2b9c-4a26-4c7e-ddb3-98d6fceca469;432;2018-01-08 00:41:52+00;2018-01-08 00:42:43+00;;2.412488547;17.026428591666665;;;;
003e7ce0-cac6-60ac-bea7-120455e46d6f;432;2018-01-08 01:02:36+00;2018-01-08 01:03:16+00;;2.469632694;10.41522903888889;;;;
35e91241-5654-6cea-7a93-b59b101e8d97;432;2018-01-08 01:15:57+00;2018-01-08 01:17:05+00;;2.905824139;12.742990380555554;;;;
7ab6b013-63d3-1ef7-30c4-736161223c3f;432;2018-01-08 01:44:18+00;2018-01-08 01:46:23+00;;3.438108176;20.55605743888889;;;;
44304e8e-f1d6-9329-2710-bbed783a8727;432;2018-01-08 01:51:46+00;2018-01-08 01:53:33+00;;3.437151618;18.32523178888889;;;;
a0932308-1a43-4b20-5a28-f025bb63be23;432;2018-01-08 02:44:51+00;2018-01-08 02:45:39+00;;2.209023251;10.645092736111112;;;;
25705a79-322b-ae42-baf1-8909e740cbae;432;2018-01-08 03:04:48+00;2018-01-08 03:06:48+00;;3.5767027;13.739503219444444;;;;
edafcfe9-aad5-bb84-6f20-4ddb124f9b52;432;2018-01-08 03:26:51+00;2018-01-08 03:27:12+00;;2.421411961;10.573314769444444;;;;
cf50be35-d705-ba04-a99d-0b6cef3e8025;432;2018-01-08 03:38:26+00;2018-01-08 03:39:04+00;;2.656267084;12.790426972222221;;;;
5431892f-9472-0fc5-3c0e-0ed1942e58bb;432;2018-01-08 05:11:17+00;2018-01-08 05:12:26+00;;2.480810828;13.731641580555555;;;;
4656012d-0069-90a9-cb3b-f63c4feb8b14;432;2018-01-08 05:23:27+00;2018-01-08 05:24:47+00;;2.830803976;19.053163808333334;;;;
dc53bc6f-82b1-457e-e6d2-426d14625300;432;2018-01-08 05:32:08+00;2018-01-08 05:32:35+00;;2.642648205;16.05616418611111;;;;
db0a7a11-188f-d501-beda-531ccc727ea5;432;2018-01-08 11:32:55+00;2018-01-08 11:33:24+00;;2.315800471;15.142512252777777;;;;
cb7116a7-7cb4-204b-b4bf-2e18c5eed967;432;2018-01-16 03:34:59+00;2018-01-16 03:36:50+00;;3.248741394;13.197159097222222;;;;
a5ab1869-e4df-5a31-f32e-5e00a366cbda;432;2018-01-16 03:51:51+00;2018-01-16 03:53:14+00;;3.341435467;18.943166299999998;;;;
78d89d69-5eba-934f-9bfe-9cee907c1658;432;2018-01-18 08:32:18+00;2018-01-18 08:33:21+00;;2.497995305;13.946961433333332;;;;
7a10bd65-dda6-7458-b69a-0238d237a22e;432;2018-03-17 08:16:36+00;2018-03-17 08:17:21+00;;2.273232937;11.182274288888888;;;;
1609e3a8-1179-8939-3a48-dc5e90eee6d9;432;2018-03-17 09:19:43+00;2018-03-17 09:21:06+00;;2.820961237;16.264309352777776;;;;
ae98cf65-4f36-12f5-8184-a335dfa786ae;432;2018-03-17 16:59:11+00;2018-03-17 17:00:16+00;;2.701880217;12.278441322222221;;;;
141e32df-e518-79f1-cbe2-7fb1fa21f1bc;432;2018-03-17 19:19:41+00;2018-03-17 19:21:03+00;;3.18759799;16.442775725;;;;
8680fad2-c548-f7e2-05f3-d899fe7a5241;432;2018-03-17 22:12:15+00;2018-03-17 22:14:15+00;;3.539713621;17.239870494444443;;;;
97859dce-a19d-004b-1507-4141a9968f7d;432;2018-03-17 23:37:11+00;2018-03-17 23:38:57+00;;3.335320711;28.49706861111111;;;;
daa04eea-dce3-1bd4-915d-c9c96e1ec3fe;432;2018-03-17 23:47:34+00;2018-03-17 23:48:26+00;;2.57448864;24.26198323611111;;;;
7bebb58a-2132-a28b-4ce9-3bf8c281d4fb;432;2018-03-18 00:28:38+00;2018-03-18 00:31:07+00;;2.978858471;74.02633666666667;;;;
21363387-ca28-0ed3-c989-ad6081bed560;432;2018-03-18 00:33:00+00;2018-03-18 00:38:19+00;;3.932982922;24.652381472222224;;;;
80544b12-d521-0c16-b47d-0d859925c689;432;2018-03-18 00:40:40+00;2018-03-18 00:42:32+00;;3.024152279;85.66612244444444;;;;
72128732-dad3-6893-0033-9c68bbc127bc;432;2018-03-18 01:19:11+00;2018-03-18 01:20:24+00;;2.647343397;16.09121746388889;;;;
5704be52-60c2-9a4b-f85b-8130daf734ad;432;2018-03-18 20:38:14+00;2018-03-18 20:38:32+00;;2.147985458;12.654197480555554;;;;
c0e5d56f-027b-3d28-f484-5b32b9e32479;432;2018-03-19 04:48:58+00;2018-03-19 04:49:24+00;;2.216253757;14.621497261111111;;;;
9296d3a8-3727-bb71-e664-64b84c4745e9;432;2018-03-19 04:50:23+00;2018-03-19 04:51:57+00;;3.238660812;26.247679391666665;;;;
13289738-5a10-24b6-22dc-8f013cc12d28;432;2018-03-19 04:54:52+00;2018-03-19 04:55:39+00;;2.33629775;12.751317552777778;;;;
a732ac05-3bea-1fcf-de8a-b2c6a4967636;432;2018-03-19 05:34:25+00;2018-03-19 05:34:54+00;;2.11533308;12.806426155555556;;;;
dc306368-04ef-5a84-2de8-4e6f5e855ba7;432;2018-03-19 05:36:17+00;2018-03-19 05:37:30+00;;2.815315247;23.610748713888885;;;;
519088b2-718c-4f0a-9aef-a68a1b04c8df;432;2018-03-21 11:11:44+00;2018-03-21 11:14:12+00;;3.631819963;22.00521257222222;;;;
d405a0ff-6a7e-b4dc-bdae-6cbdea70d320;432;2018-03-21 11:55:04+00;2018-03-21 11:55:25+00;;2.321045876;12.18123436111111;;;;
40591b81-5323-3c2e-c21b-56689d0cacd0;432;2018-03-25 21:57:06+00;2018-03-25 21:58:47+00;;2.998694181;9.596390194444444;;;;
b2df1b76-2ba7-efda-00be-14deac54385a;432;2018-03-26 01:34:49+00;2018-03-26 01:35:29+00;;2.694669962;17.42108768888889;;;;
4d8e5c76-98bb-ab80-f6c0-0d6e3d6c18ff;432;2018-03-29 03:25:14+00;2018-03-29 03:26:43+00;;3.465096235;21.077247194444446;;;;
562d549e-bfba-0d1b-93a1-8f5f892543df;432;2018-03-29 15:17:22+00;2018-03-29 15:19:54+00;;3.651419163;15.6443882;;;;
a0272de0-107a-9651-404e-fe4f7ca87a35;432;2018-03-29 15:32:30+00;2018-03-29 15:33:03+00;;2.590292454;18.009919061111113;;;;
c91925bd-943c-25af-aff6-f3e5ffe19326;432;2018-03-29 20:01:55+00;2018-03-29 20:02:50+00;;3.020041466;16.603107452777778;;;;
3bbc5e56-4dd5-c63b-af84-44b1cb330500;432;2018-03-31 13:26:10+00;2018-03-31 13:28:12+00;;3.775013924;25.28857337222222;;;;
df645e5b-c97e-8510-9ec4-d045fa48627b;432;2018-04-11 08:13:37+00;2018-04-11 08:16:07+00;;2.967443228;14.179124833333333;;;;
b204c1a9-9f4e-e9ab-8997-68b4706770f4;432;2018-05-04 13:58:21+00;2018-05-04 13:59:10+00;;2.155943155;9.818034702777776;;;;
03edbef3-f521-6b4c-1f12-3d4c5d4133df;432;2018-05-04 15:27:13+00;2018-05-04 15:29:14+00;;3.034496784;11.766679552777777;;;;
3fae9e1f-cedb-5be5-d13a-4cf90836fc84;432;2018-05-10 15:21:21+00;2018-05-10 15:21:50+00;;2.367387056;18.03429073888889;;;;
9141cb76-b028-90b7-f9e8-d3f4c268e3e5;432;2018-05-28 04:08:15+00;2018-05-28 04:09:28+00;;2.519390345;23.139400483333333;;;;
f4100cd7-4b9e-b0c2-ef30-072641cc2a8f;432;2018-06-07 11:24:33+00;2018-06-07 11:25:37+00;;2.056650877;27.703846825;;;;
a46965ef-01fc-11b9-efb0-6a617b17be57;432;2018-12-29 16:12:24+00;2018-12-29 16:13:21+00;659.5434076;2.634984584;9.190448813888889;;;;
da9e2f92-2884-70ed-6811-5979e9b132f3;432;2019-01-08 09:17:41+00;2019-01-08 09:19:21+00;;2.685758829;18.482581244444447;;;;
2e552131-8607-3a6e-0774-bc7bfb5de484;432;2019-01-10 06:15:30+00;2019-01-10 06:16:05+00;;2.389630079;14.55669191111111;;;;
f17b27dd-7e68-dbac-9a75-94d031a3532e;432;2019-01-10 09:52:16+00;2019-01-10 09:57:30+00;;3.390202045;11.486998663888889;;;;
ab7c23a8-a6fa-2944-73f4-fc2aa51b40ca;432;2019-01-10 11:37:47+00;2019-01-10 11:41:08+00;2128.526452;2.593420425;17.87752988611111;"[{""Id"": ""1""}]";"[{""Id"": ""1"", ""Name"": ""DZ 1"", ""Polygon"": [{""X"": 69.4939279, ""Y"": 19.721699}, {""X"": 69.4976072, ""Y"": 19.7387931}, {""X"": 69.4962697, ""Y"": 19.7433803}, {""X"": 69.4937927, ""Y"": 19.739169}, {""X"": 69.4918673, ""Y"": 19.7391495}, {""X"": 69.4908469, ""Y"": 19.7408222}, {""X"": 69.4860193, ""Y"": 19.7426003}, {""X"": 69.481484, ""Y"": 19.7388846}, {""X"": 69.48496, ""Y"": 19.706302}]}]";;
86ea2d7d-4c32-cdee-b8a4-6f68c05aedcc;432;2019-01-11 12:44:42+00;2019-01-11 12:49:39+00;1049.273603;3.677604526;35.74941558333334;"[{""Id"": ""1""}]";"[{""Id"": ""1"", ""Name"": ""DZ 1"", ""Polygon"": [{""X"": 69.4939279, ""Y"": 19.721699}, {""X"": 69.4976072, ""Y"": 19.7387931}, {""X"": 69.4962697, ""Y"": 19.7433803}, {""X"": 69.4937927, ""Y"": 19.739169}, {""X"": 69.4918673, ""Y"": 19.7391495}, {""X"": 69.4908469, ""Y"": 19.7408222}, {""X"": 69.4860193, ""Y"": 19.7426003}, {""X"": 69.481484, ""Y"": 19.7388846}, {""X"": 69.48496, ""Y"": 19.706302}]}]";;
dd6014f1-6d37-de85-ca8e-dcd5e55488d6;432;2019-01-11 17:17:28+00;2019-01-11 17:20:55+00;;3.578765392;25.55508295833333;;;;
866a5b58-d779-b870-389c-af6430ca2866;432;2019-01-14 12:07:59+00;2019-01-14 12:12:00+00;;3.489004374;29.480408555555556;;;;
4f13b0e7-ad97-205e-048e-38ea87785f7f;432;2019-01-25 07:02:29+00;2019-01-25 07:03:39+00;;2.710961103;17.910448711111112;;;;
0c88e5af-4cd7-a14c-6f97-d6ba113ad5b3;432;2019-01-25 11:01:54+00;2019-01-25 11:02:51+00;;2.666181326;15.82814428611111;;;;
f4d84aeb-82a9-8d16-ee1b-d315918f1b4f;432;2019-01-25 11:21:01+00;2019-01-25 11:24:03+00;;2.616515398;24.426536561111114;;;;
c6cdb11b-6c9d-8c98-4eb3-3e85b7a28a4c;432;2019-02-12 02:26:01+00;2019-02-12 02:26:41+00;509.6471786;1.982144037;14.789045402777779;;;;
649ec074-bc9b-5d7d-3c17-855fc77c9d3b;432;2019-02-14 12:24:43+00;2019-02-14 12:26:08+00;899.377374;3.127220394;10.824980308333334;;;;
b8c9f26c-c33e-33dd-d8b2-9565f4552956;432;2019-02-14 15:01:43+00;2019-02-14 15:02:40+00;599.584916;2.761498554;16.55448284722222;;;;
441cee62-80eb-be42-c5fd-8af62a2020fb;432;2019-02-14 15:54:30+00;2019-02-14 15:59:45+00;1828.733994;2.713549216;9.931158694444445;;;;
0c8a3ebb-922e-bdb7-9ed4-b7b120731345;432;2019-02-14 16:02:06+00;2019-02-14 16:03:16+00;569.6056702;3.030932236;11.437838844444444;;;;
3f19ebd7-5290-c886-4e71-6f4489199079;432;2019-02-14 16:30:25+00;2019-02-14 16:31:25+00;1528.941536;3.033018621;13.118252688888889;;;;
245ae5ee-9251-50b8-5aa5-020e6cac452c;432;2019-02-14 16:54:10+00;2019-02-14 16:54:55+00;1049.273603;2.774279908;15.324853486111111;;;;
1f1bd575-85ae-1e53-e562-8707492a932f;432;2019-02-14 18:13:15+00;2019-02-14 18:16:21+00;1259.128324;3.1946752;15.890681716666666;;;;
b890b574-f48d-41ec-287e-e837f45b634d;432;2019-02-14 18:17:17+00;2019-02-14 18:19:06+00;1199.169832;3.182401055;19.91353693611111;;;;
645f5a63-cd59-3765-ee51-72b254106895;432;2019-02-14 23:22:27+00;2019-02-14 23:23:25+00;899.377374;2.746180837;17.750424783333333;"[{""Id"": ""2""}, {""Id"": ""3""}]";"[{""Id"": ""1"", ""Name"": ""ROI 1"", ""Polygon"": [{""X"": 69.4945852, ""Y"": 19.76007135}, {""X"": 69.49077834, ""Y"": 19.75929241}, {""X"": 69.48922934, ""Y"": 19.76159235}, {""X"": 69.48773674, ""Y"": 19.76139591}, {""X"": 69.48750599, ""Y"": 19.7585309}, {""X"": 69.48692989, ""Y"": 19.75786045}, {""X"": 69.48618021, ""Y"": 19.7687445}, {""X"": 69.48622343, ""Y"": 19.77583885}, {""X"": 69.48896436, ""Y"": 19.7756029}, {""X"": 69.49427943, ""Y"": 19.76993915}]}, {""Id"": ""2"", ""Name"": ""ROI 2"", ""Polygon"": [{""X"": 69.48248136, ""Y"": 19.74550463}, {""X"": 69.48556193, ""Y"": 19.74613332}, {""X"": 69.49175509, ""Y"": 19.7439806}, {""X"": 69.49564646, ""Y"": 19.74514862}, {""X"": 69.4945852, ""Y"": 19.76007135}, {""X"": 69.49077834, ""Y"": 19.75929241}, {""X"": 69.48922934, ""Y"": 19.76159235}, {""X"": 69.48773674, ""Y"": 19.76139591}, {""X"": 69.48750599, ""Y"": 19.7585309}, {""X"": 69.48692989, ""Y"": 19.75786045}, {""X"": 69.48618021, ""Y"": 19.7687445}, {""X"": 69.48622343, ""Y"": 19.77583885}, {""X"": 69.48233312, ""Y"": 19.77680123}, {""X"": 69.480269, ""Y"": 19.77403631}, {""X"": 69.47944579, ""Y"": 19.7700538}, {""X"": 69.48166201, ""Y"": 19.75485976}]}, {""Id"": ""3"", ""Name"": ""ROI 3"", ""Polygon"": [{""X"": 69.49564646, ""Y"": 19.74514862}, {""X"": 69.49175509, ""Y"": 19.7439806}, {""X"": 69.48556193, ""Y"": 19.74613332}, {""X"": 69.48248041, ""Y"": 19.74551258}, {""X"": 69.48166201, ""Y"": 19.75485976}, {""X"": 69.47944579, ""Y"": 19.7700538}, {""X"": 69.480269, ""Y"": 19.77403631}, {""X"": 69.48233312, ""Y"": 19.77680123}, {""X"": 69.48622343, ""Y"": 19.77583885}, {""X"": 69.48896436, ""Y"": 19.7756029}, {""X"": 69.49427943, ""Y"": 19.76993915}, {""X"": 69.4945852, ""Y"": 19.76007135}]}, {""Id"": ""4"", ""Name"": ""DZ 1"", ""Polygon"": [{""X"": 69.4960282, ""Y"": 19.73068485}, {""X"": 69.49592951, ""Y"": 19.73442875}, {""X"": 69.49422644, ""Y"": 19.73486427}, {""X"": 69.49361397, ""Y"": 19.73377931}, {""X"": 69.49253421, ""Y"": 19.73394939}, {""X"": 69.49248751, ""Y"": 19.73175465}, {""X"": 69.49481157, ""Y"": 19.73214528}]}, {""Id"": ""5"", ""Name"": ""DZ 2"", ""Polygon"": [{""X"": 69.49122578, ""Y"": 19.74051588}, {""X"": 69.48648833, ""Y"": 19.74267778}, {""X"": 69.48498664, ""Y"": 19.74237899}, {""X"": 69.48303698, ""Y"": 19.74085841}, {""X"": 69.48443229, ""Y"": 19.72998656}, {""X"": 69.48616917, ""Y"": 19.7316923}, {""X"": 69.48726698, ""Y"": 19.73329091}, {""X"": 69.49098441, ""Y"": 19.73211273}]}]";;
4f5e5772-87ff-e71b-cf78-23a74a620947;432;2019-02-15 00:07:49+00;2019-02-15 00:08:50+00;569.6056702;3.269329145;12.224782655555556;"[{""Id"": ""2""}, {""Id"": ""3""}]";"[{""Id"": ""1"", ""Name"": ""ROI 1"", ""Polygon"": [{""X"": 69.4945852, ""Y"": 19.76007135}, {""X"": 69.49077834, ""Y"": 19.75929241}, {""X"": 69.48922934, ""Y"": 19.76159235}, {""X"": 69.48773674, ""Y"": 19.76139591}, {""X"": 69.48750599, ""Y"": 19.7585309}, {""X"": 69.48692989, ""Y"": 19.75786045}, {""X"": 69.48618021, ""Y"": 19.7687445}, {""X"": 69.48622343, ""Y"": 19.77583885}, {""X"": 69.48896436, ""Y"": 19.7756029}, {""X"": 69.49427943, ""Y"": 19.76993915}]}, {""Id"": ""2"", ""Name"": ""ROI 2"", ""Polygon"": [{""X"": 69.48248136, ""Y"": 19.74550463}, {""X"": 69.48556193, ""Y"": 19.74613332}, {""X"": 69.49175509, ""Y"": 19.7439806}, {""X"": 69.49564646, ""Y"": 19.74514862}, {""X"": 69.4945852, ""Y"": 19.76007135}, {""X"": 69.49077834, ""Y"": 19.75929241}, {""X"": 69.48922934, ""Y"": 19.76159235}, {""X"": 69.48773674, ""Y"": 19.76139591}, {""X"": 69.48750599, ""Y"": 19.7585309}, {""X"": 69.48692989, ""Y"": 19.75786045}, {""X"": 69.48618021, ""Y"": 19.7687445}, {""X"": 69.48622343, ""Y"": 19.77583885}, {""X"": 69.48233312, ""Y"": 19.77680123}, {""X"": 69.480269, ""Y"": 19.77403631}, {""X"": 69.47944579, ""Y"": 19.7700538}, {""X"": 69.48166201, ""Y"": 19.75485976}]}, {""Id"": ""3"", ""Name"": ""ROI 3"", ""Polygon"": [{""X"": 69.49564646, ""Y"": 19.74514862}, {""X"": 69.49175509, ""Y"": 19.7439806}, {""X"": 69.48556193, ""Y"": 19.74613332}, {""X"": 69.48248041, ""Y"": 19.74551258}, {""X"": 69.48166201, ""Y"": 19.75485976}, {""X"": 69.47944579, ""Y"": 19.7700538}, {""X"": 69.480269, ""Y"": 19.77403631}, {""X"": 69.48233312, ""Y"": 19.77680123}, {""X"": 69.48622343, ""Y"": 19.77583885}, {""X"": 69.48896436, ""Y"": 19.7756029}, {""X"": 69.49427943, ""Y"": 19.76993915}, {""X"": 69.4945852, ""Y"": 19.76007135}]}, {""Id"": ""4"", ""Name"": ""DZ 1"", ""Polygon"": [{""X"": 69.4960282, ""Y"": 19.73068485}, {""X"": 69.49592951, ""Y"": 19.73442875}, {""X"": 69.49422644, ""Y"": 19.73486427}, {""X"": 69.49361397, ""Y"": 19.73377931}, {""X"": 69.49253421, ""Y"": 19.73394939}, {""X"": 69.49248751, ""Y"": 19.73175465}, {""X"": 69.49481157, ""Y"": 19.73214528}]}, {""Id"": ""5"", ""Name"": ""DZ 2"", ""Polygon"": [{""X"": 69.49122578, ""Y"": 19.74051588}, {""X"": 69.48648833, ""Y"": 19.74267778}, {""X"": 69.48498664, ""Y"": 19.74237899}, {""X"": 69.48303698, ""Y"": 19.74085841}, {""X"": 69.48443229, ""Y"": 19.72998656}, {""X"": 69.48616917, ""Y"": 19.7316923}, {""X"": 69.48726698, ""Y"": 19.73329091}, {""X"": 69.49098441, ""Y"": 19.73211273}]}]";;
